ID_MATERIELINFO,ID_PERSONNEL,KeyDate
BERLIN_MATERIEL_INFO_202404290,KeyPers_Berlin_1234137,20240429
Paris_MATERIEL_INFO_202404290,KeyPers_Paris_1234777,20240429
Paris_MATERIEL_INFO_202404291,KeyPers_Paris_1232309,20240429
Paris_MATERIEL_INFO_202404292,KeyPers_Paris_1234981,20240429
Paris_MATERIEL_INFO_202404293,KeyPers_Paris_1231199,20240429
Paris_MATERIEL_INFO_202404294,KeyPers_Paris_1231855,20240429
Paris_MATERIEL_INFO_202404295,KeyPers_Paris_1234986,20240429
Paris_MATERIEL_INFO_202404296,KeyPers_Paris_1230693,20240429
Paris_MATERIEL_INFO_202404297,KeyPers_Paris_1231868,20240429
LONDON_MATERIEL_INFO_202404290,KeyPers_London_1230774,20240429
LONDON_MATERIEL_INFO_202404291,KeyPers_London_1230988,20240429
LONDON_MATERIEL_INFO_202404292,KeyPers_London_1232692,20240429
LONDON_MATERIEL_INFO_202404293,KeyPers_London_1233650,20240429
LONDON_MATERIEL_INFO_202404294,KeyPers_London_1234014,20240429
LONDON_MATERIEL_INFO_202404295,KeyPers_London_1231390,20240429
LONDON_MATERIEL_INFO_202404296,KeyPers_London_1231361,20240429
LA_MATERIEL_INFO_202404290,KeyPers_LA_1233001,20240429
LA_MATERIEL_INFO_202404291,KeyPers_LA_1231253,20240429
LA_MATERIEL_INFO_202404293,KeyPers_LA_1231593,20240429
NewYork_MATERIEL_INFO_202404290,KeyPers_NewYork_1230660,20240429
Shanghai_MATERIEL_INFO_202404290,KeyPers_Shanghai_1230350,20240429
BERLIN_MATERIEL_INFO_202404300,KeyPers_Berlin_1231447,20240430
BERLIN_MATERIEL_INFO_202404301,KeyPers_Berlin_1231505,20240430
BERLIN_MATERIEL_INFO_202404302,KeyPers_Berlin_1232040,20240430
BERLIN_MATERIEL_INFO_202404303,KeyPers_Berlin_1232199,20240430
BERLIN_MATERIEL_INFO_202404304,KeyPers_Berlin_1232645,20240430
Paris_MATERIEL_INFO_202404300,KeyPers_Paris_1231502,20240430
Paris_MATERIEL_INFO_202404301,KeyPers_Paris_1231564,20240430
Paris_MATERIEL_INFO_202404302,KeyPers_Paris_1231751,20240430
Paris_MATERIEL_INFO_202404303,KeyPers_Paris_1234691,20240430
Paris_MATERIEL_INFO_202404304,KeyPers_Paris_1234276,20240430
LONDON_MATERIEL_INFO_202404300,KeyPers_London_1233306,20240430
LONDON_MATERIEL_INFO_202404301,KeyPers_London_1234046,20240430
LONDON_MATERIEL_INFO_202404302,KeyPers_London_1232841,20240430
LONDON_MATERIEL_INFO_202404303,KeyPers_London_1230137,20240430
LONDON_MATERIEL_INFO_202404304,KeyPers_London_1231057,20240430
LONDON_MATERIEL_INFO_202404305,KeyPers_London_1231197,20240430
LONDON_MATERIEL_INFO_202404306,KeyPers_London_1231400,20240430
LONDON_MATERIEL_INFO_202404307,KeyPers_London_1232668,20240430
LONDON_MATERIEL_INFO_202404308,KeyPers_London_1231241,20240430
LONDON_MATERIEL_INFO_202404309,KeyPers_London_1230169,20240430
LONDON_MATERIEL_INFO_2024043010,KeyPers_London_1231146,20240430
LA_MATERIEL_INFO_202404300,KeyPers_LA_1230522,20240430
NewYork_MATERIEL_INFO_202404300,KeyPers_NewYork_1231250,20240430
NewYork_MATERIEL_INFO_202404301,KeyPers_NewYork_1231413,20240430
NewYork_MATERIEL_INFO_202404302,KeyPers_NewYork_1232204,20240430
NewYork_MATERIEL_INFO_202404303,KeyPers_NewYork_1232215,20240430
NewYork_MATERIEL_INFO_202404304,KeyPers_NewYork_1232473,20240430
NewYork_MATERIEL_INFO_202404305,KeyPers_NewYork_1232968,20240430
NewYork_MATERIEL_INFO_202404306,KeyPers_NewYork_1232325,20240430
Shanghai_MATERIEL_INFO_202404300,KeyPers_Shanghai_1230400,20240430
Shanghai_MATERIEL_INFO_202404301,KeyPers_Shanghai_1230657,20240430
Shanghai_MATERIEL_INFO_202404302,KeyPers_Shanghai_1230108,20240430
Shanghai_MATERIEL_INFO_202404303,KeyPers_Shanghai_1230969,20240430
Shanghai_MATERIEL_INFO_202404304,KeyPers_Shanghai_1230942,20240430
Shanghai_MATERIEL_INFO_202404305,KeyPers_Shanghai_1230374,20240430
Shanghai_MATERIEL_INFO_202404306,KeyPers_Shanghai_1230168,20240430
Shanghai_MATERIEL_INFO_202404307,KeyPers_Shanghai_1230944,20240430
Shanghai_MATERIEL_INFO_202404308,KeyPers_Shanghai_1230492,20240430
BERLIN_MATERIEL_INFO_202405010,KeyPers_Berlin_1231367,20240501
BERLIN_MATERIEL_INFO_202405011,KeyPers_Berlin_1234151,20240501
BERLIN_MATERIEL_INFO_202405012,KeyPers_Berlin_1233248,20240501
Paris_MATERIEL_INFO_202405010,KeyPers_Paris_1231412,20240501
Paris_MATERIEL_INFO_202405011,KeyPers_Paris_1231424,20240501
Paris_MATERIEL_INFO_202405012,KeyPers_Paris_1231512,20240501
Paris_MATERIEL_INFO_202405013,KeyPers_Paris_1233846,20240501
Paris_MATERIEL_INFO_202405014,KeyPers_Paris_1233858,20240501
Paris_MATERIEL_INFO_202405015,KeyPers_Paris_1233058,20240501
Paris_MATERIEL_INFO_202405016,KeyPers_Paris_1234001,20240501
Paris_MATERIEL_INFO_202405017,KeyPers_Paris_1233287,20240501
Paris_MATERIEL_INFO_202405018,KeyPers_Paris_1232346,20240501
Paris_MATERIEL_INFO_202405019,KeyPers_Paris_1230774,20240501
Paris_MATERIEL_INFO_2024050110,KeyPers_Paris_1234994,20240501
Paris_MATERIEL_INFO_2024050111,KeyPers_Paris_1233193,20240501
Paris_MATERIEL_INFO_2024050112,KeyPers_Paris_1233645,20240501
LONDON_MATERIEL_INFO_202405010,KeyPers_London_1233004,20240501
LONDON_MATERIEL_INFO_202405011,KeyPers_London_1230206,20240501
LONDON_MATERIEL_INFO_202405012,KeyPers_London_1232402,20240501
LONDON_MATERIEL_INFO_202405013,KeyPers_London_1232302,20240501
LONDON_MATERIEL_INFO_202405014,KeyPers_London_1230579,20240501
LONDON_MATERIEL_INFO_202405015,KeyPers_London_1231572,20240501
LONDON_MATERIEL_INFO_202405016,KeyPers_London_1233425,20240501
LONDON_MATERIEL_INFO_202405017,KeyPers_London_1231591,20240501
LONDON_MATERIEL_INFO_202405018,KeyPers_London_1233381,20240501
LONDON_MATERIEL_INFO_202405019,KeyPers_London_1232250,20240501
LONDON_MATERIEL_INFO_2024050110,KeyPers_London_1232017,20240501
LONDON_MATERIEL_INFO_2024050111,KeyPers_London_1230264,20240501
LONDON_MATERIEL_INFO_2024050112,KeyPers_London_1232289,20240501
LA_MATERIEL_INFO_202405011,KeyPers_LA_1230816,20240501
NewYork_MATERIEL_INFO_202405010,KeyPers_NewYork_1233068,20240501
NewYork_MATERIEL_INFO_202405011,KeyPers_NewYork_1230583,20240501
NewYork_MATERIEL_INFO_202405012,KeyPers_NewYork_1232540,20240501
NewYork_MATERIEL_INFO_202405013,KeyPers_NewYork_1232262,20240501
NewYork_MATERIEL_INFO_202405014,KeyPers_NewYork_1232928,20240501
NewYork_MATERIEL_INFO_202405015,KeyPers_NewYork_1230751,20240501
NewYork_MATERIEL_INFO_202405016,KeyPers_NewYork_1231683,20240501
NewYork_MATERIEL_INFO_202405017,KeyPers_NewYork_1231656,20240501
Shanghai_MATERIEL_INFO_202405010,KeyPers_Shanghai_1230597,20240501
Shanghai_MATERIEL_INFO_202405011,KeyPers_Shanghai_1230923,20240501
Shanghai_MATERIEL_INFO_202405012,KeyPers_Shanghai_1230641,20240501
BERLIN_MATERIEL_INFO_202405020,KeyPers_Berlin_1233185,20240502
BERLIN_MATERIEL_INFO_202405021,KeyPers_Berlin_1230335,20240502
BERLIN_MATERIEL_INFO_202405022,KeyPers_Berlin_1233295,20240502
Paris_MATERIEL_INFO_202405020,KeyPers_Paris_1232529,20240502
Paris_MATERIEL_INFO_202405021,KeyPers_Paris_1230677,20240502
Paris_MATERIEL_INFO_202405022,KeyPers_Paris_1234830,20240502
Paris_MATERIEL_INFO_202405023,KeyPers_Paris_1233799,20240502
